Source_Node_Index,Target_Node_Index,Source_MemberID,Target_MemberID
2951,2620,62734239,18543862
4589,3580,94119287,94119287
2681,2796,50557340,90942953
2937,4671,23791371,23791371
4757,3393,67079740,90256460
2754,3274,91288921,29767894
2174,2699,16431842,42262289
4216,4237,18057896,18057896
2657,3341,90324843,90324843
4239,3403,88293925,88293925
2226,2108,72080450,99520541
254,1043,52436424,99917990
3874,2258,31528690,31528690
4756,2646,90978284,90978284
3868,3086,91260846,91260846
3541,2728,61814311,61814311
3219,2677,43735288,43735288
673,882,32132980,73299883
4857,190,59554714,59554714
321,2386,41230857,41230857
435,1993,13869555,13869555
2541,3287,10021463,76905660
4798,2764,45378617,45378617
1517,749,94721060,72883065
431,302,28978983,39085388
2793,3508,7885823,22493143
544,179,76367286,28940878
2777,2746,5566059,32088593
3140,3323,96723417,87040196
1681,1611,52465981,2640237
4141,1151,37718097,37718097
1340,1318,72843366,72012142
2252,2366,93734609,99829076
4201,3942,92864372,28246248
362,1636,86790279,86790279
129,122,76425565,47737950
542,291,95036345,95036345
3119,3385,78706898,78706898
2004,1483,3614940,3614940
3542,1236,97818130,97818130
1778,1665,49458794,73343449
3464,3568,83605388,71622676
1874,1373,92972354,92314612
125,124,40083869,688384
33,535,60052236,59904097
3508,2793,22493143,7885823
1753,2251,84826357,84826357
4401,3599,91874386,91874386
695,654,59944468,26222227
3215,3214,55580846,55580846
1589,867,13217521,66348349
2483,2770,19075101,19075101
3646,3437,68249807,8701503
770,3164,94523392,94523392
4706,4585,14609777,31729823
1290,921,93880038,57877896
2640,3363,87286672,87286672
2084,1196,26939565,26939565
4400,2034,80176980,80176980
4281,1854,39732146,39732146
4914,4470,38896305,38896305
1865,1795,6497871,6497871
3663,758,65404976,65404976
2099,1733,63207516,32549141
910,1868,56495931,43552817
325,949,33396791,33396791
2379,2016,83227007,83227007
2983,2719,79149764,83717093
23,2304,11653099,11653099
3646,2511,68249807,68249807
2070,2200,5821557,59941088
2094,2557,13569666,10826302
1044,1804,33396791,72550225
2558,971,2759427,2759427
1333,1412,75498715,3326112
3994,4914,72666193,38896305
3352,3461,6568470,6568470
2970,3130,2308322,92674389
2039,3789,49319714,49319714
3393,1018,90256460,15428510
3142,204,9616083,54031167
1498,173,53172931,53172931
3917,4667,8398308,8398308
1589,2277,13217521,96586510
3199,186,46997540,58835395
854,367,20835898,63397958
3188,3474,76150680,98566579
2066,2616,85254077,37956780
4930,519,2436099,78998894
45,3352,6568470,6568470
1036,529,16431842,16431842
4842,2392,95307897,95307897
4193,4198,53082261,82057926
351,426,68980791,83300756
2404,2611,29385188,35252118
2749,1562,2805881,2805881
3700,2050,47475139,47475139
4228,4155,51016486,51016486
735,537,50571416,94848060
4775,4553,51220806,73357635
2326,4354,44481924,44481924
3236,2589,87461979,82109548
165,909,20066342,20066342
2205,1849,32193999,32193999
1176,1182,90184930,61131546
2710,2250,78582654,78582654
4489,3149,93893186,93893186
3267,626,16057679,16057679
1857,1287,34890513,34890513
1358,1603,87393448,1636496
697,137,18836855,98753153
2930,3192,3467119,74311378
2066,2858,85254077,85254077
2366,346,99829076,99829076
2088,2095,28701193,55569182
4383,3288,33615416,2805881
515,510,64215660,64215660
4066,4106,81663034,81663034
3204,398,93853001,93853001
4821,4911,33396791,54314665
3172,3075,2027158,2027158
4483,4623,42021312,42021312
2773,3366,58159938,59943459
880,379,38789659,38789659
1420,2050,47475139,47475139
3672,3132,95183713,95183713
2392,4842,95307897,95307897
790,341,57839856,57839856
2446,877,95288233,95288233
3946,4576,81723326,81723326
1666,3395,97500698,97500698
3304,3086,42705427,91260846
3130,2970,92674389,2308322
1103,774,64733005,36575867
2044,2523,66951188,66951188
1278,1300,5677129,5677129
4125,3989,58816110,58816110
3289,3488,71423722,85903433
2719,1386,83717093,98794914
3147,4307,28471584,28471584
895,744,80533487,80533487
3443,3137,90666973,78583328
2106,2125,91315982,91315982
1696,241,561224,561224
4332,4467,55580846,55580846
177,235,58266518,39614536
4266,4113,69010049,69010049
3232,1907,28266219,28266219
2081,2297,91119397,91119397
2199,1764,87046162,87046162
234,217,48884945,99731361
640,639,5038127,27869470
2609,3096,53157550,67990276
1052,849,45477962,67128418
188,2730,1228171,1228171
993,1437,98543023,98543023
2958,3509,36433448,12447406
2488,2577,67128418,98566579
2257,2644,24768632,67260033
2527,290,80016307,80016307
1216,691,20331686,76991998
540,408,28698985,54918306
4500,4172,81864337,81864337
4132,3776,73269318,35252118
4176,3294,74680952,74680952
926,1383,548946,8627985
905,4707,35234690,35234690
2218,1935,90883735,4739849
654,695,26222227,59944468
2338,2754,91288921,91288921
1328,1134,98814542,8350629
1051,2317,38781844,38781844
1978,4397,57252301,57252301
4292,4408,275408,96544849
2482,1715,89909380,89909380
1715,2482,89909380,89909380
3922,4316,42852525,42852525
2793,2516,7885823,20806029
2595,2760,3071212,3071212
2500,722,16056912,16056912
3971,4474,97818130,97818130
165,359,20066342,94464230
4270,4770,5568334,5568334
1651,1908,93098004,36752847
2415,843,65794490,65794490
4111,4188,49319714,49319714
4080,4646,69590043,33085503
609,4722,84632050,55929978
1729,552,76165809,76165809
4079,4421,46901377,26609568
1317,1510,11292639,11292639
792,871,88402712,80321589
2843,14,62792469,62792469
2454,956,95183713,41543018
3474,3789,98566579,49319714
3453,2683,56860028,18526446
4888,3772,51723744,51723744
3022,3399,16644303,45388062
3099,3094,86412233,79527307
1795,1027,6497871,6497871
3062,1714,8862005,8862005
4784,1850,6252058,6252058
3354,3091,77280909,77280909
1372,1338,99236382,99862764
1387,680,4174602,4174602
3601,2931,76836361,89909380
275,2459,26349323,26349323
3372,3862,92188703,88204774
3716,3672,720230,95183713
3091,3354,77280909,77280909
4937,3260,1303863,1303863
2347,1890,31729823,33546608
979,1757,57789852,57789852
4143,2204,15647031,15647031
3721,2969,67431123,26222227
2620,2951,18543862,62734239
2907,1998,57839856,57839856
1766,1615,70881420,29240705
9,475,38372203,38372203
2373,4013,85706086,85706086
1246,825,44942695,33201667
974,366,24041639,99024526
4709,3783,43253326,43253326
2453,3713,26360511,11333535
4930,4654,2436099,2436099
1940,1916,215551,78961115
4183,3444,92050331,92050331
1187,595,17124817,55008283
4301,1450,48338228,74693675
2174,1036,16431842,16431842
651,2049,66997001,66997001
453,1310,54514698,21584660
705,299,47176039,99656974
3563,437,60941987,60941987
1271,710,58056219,58056219
651,1002,66997001,5821557
1729,1036,76165809,16431842
478,2242,40305309,40305309
306,738,5843627,24400347
4944,3892,97098355,97098355
3707,3047,6241926,6241926
2957,1832,71671025,24449771
3012,270,42907588,42907588
1355,71,44736828,52981190
3175,3186,28369218,46634724
551,771,26814881,81121807
3918,3230,87367193,56860028
100,81,7272289,45477962
3627,2529,14251910,42685112
2978,2120,20158193,20158193
4815,2960,72703371,72703371
3996,3860,26670353,26670353
3244,2764,18571693,45378617
4448,3432,4103875,4103875
1862,2733,56367069,56367069
164,2725,7925479,26939565
173,1498,53172931,53172931
3791,4330,55215653,15547152
1805,2872,41077493,41077493
3197,3362,64047583,67128205
1431,4388,40388179,40388179
4397,4554,57252301,66599246
273,1850,71280693,6252058
1140,1701,78344388,13131189
930,659,6691184,6691184
257,3303,19071169,84926086
57,2720,53239647,53239647
1776,1353,25163028,25163028
1583,1224,3719496,3719496
1318,3693,72012142,72012142
79,35,27936689,27936689
4864,4959,22050395,48303471
1425,1540,62776794,79443246
4107,3933,52564245,22050395
1213,1132,82939188,95410359
4733,4624,73918933,12854046
2620,2388,18543862,46218810
1125,1019,66555757,71875332
1907,8,28266219,28266219
1045,501,25384310,28702838
0,2078,77933481,77933481
2426,344,33398890,33398890
4050,2352,52214023,52214023
277,400,94990459,48118368
1269,3629,88405139,88405139
908,3421,95621954,95621954
4270,4341,5568334,54296406
1553,1173,69591165,25768956
2530,2387,77846945,86853731
3686,89,42327165,42327165
1647,2003,78706898,61360005
169,49,71739964,14933170
2097,4720,65699949,65699949
3687,3468,47489385,76639366
245,44,78352630,78352630
3433,848,46507565,46507565
4319,446,50504342,50504342
4263,1305,57164085,57164085
2399,3974,54165321,54165321
2917,1456,82996102,8842159
2574,2514,61149253,96241025
3914,4009,53394897,9236630
3494,3423,391952,391952
4719,2753,61300702,61300702
3210,3664,14580682,58159938
841,1502,76920475,76737326
3903,4116,86853731,86853731
2108,2226,99520541,72080450
1898,201,62056298,99267386
3514,1796,10785873,10785873
2313,2631,76008794,4739849
2791,189,22032242,88316830
318,1848,65110200,95489884
1077,439,94892864,94892864
829,337,53368910,34110795
1981,2535,40724694,40724694
517,516,78582654,33427104
2493,2683,88703349,18526446
4291,3595,4171362,4421835
4736,4211,23856806,23856806
2002,2365,23821817,23821817
285,129,1970790,76425565
615,758,65404976,65404976
2409,2460,42288870,40642527
415,1407,40576712,40576712
4211,2259,23856806,23856806
1472,335,49149561,49149561
458,3440,55966314,55966314
788,1854,39732146,39732146
1094,914,56423585,72846594
1348,4177,11671303,11671303
4352,434,13556190,13556190
720,2622,96637506,96637506
3165,3382,24191262,37935648
221,760,87685968,20082748
3636,2738,3072183,3072183
744,535,80533487,59904097
4723,2821,68059497,39995722
2206,1727,9236630,9236630
4427,3991,46463311,31729823
179,2685,28940878,28940878
44,245,78352630,78352630
2019,4237,72336049,18057896
2253,4175,10685063,10685063
2093,2725,26939565,26939565
1317,289,11292639,11292639
3825,3549,4423285,4423285
1891,2776,63152059,63152059
2273,1380,43861744,43861744
2670,2477,33357604,33357604
3244,3503,18571693,73570559
677,868,79815764,79815764
1124,2311,17074709,53480982
2471,2533,61069779,19866994
3164,770,94523392,94523392
1645,3888,399754,75004234
3672,2637,95183713,720230
4983,1970,83423401,83423401
4384,1153,30307947,30307947
4451,4361,88297495,88297495
1612,2021,34610337,84764606
3783,3673,43253326,97856648
488,528,7762808,7762808
3769,3738,34776768,34776768
2931,2639,89909380,89909380
655,4906,91220018,34492720
2532,4879,62491214,81556153
4177,1348,11671303,11671303
3282,3916,76568731,76568731
4442,4541,42327165,83602230
2151,1252,83677399,9631831
2280,3877,21585717,90256460
3253,3858,7762808,7762808
1092,4843,13054088,13054088
3979,4258,69190107,72629919
4151,1332,83586944,14045696
3629,4374,88405139,26599192
912,2697,91161366,91161366
1891,803,63152059,63152059
2649,1384,31138176,3075035
2962,383,63074469,63074469
2728,216,61814311,61814311
4663,4072,47402481,47402481
2687,858,96368191,96368191
3791,3096,55215653,67990276
520,79,27936689,27936689
2730,3416,1228171,1228171
3093,1253,72839141,72839141
727,3038,32530089,28978983
665,1894,86398855,70022734
3266,3396,43078331,43078331
4202,4801,76165809,76165809
1504,1683,4327208,4327208
4714,4195,29502676,29502676
330,369,79623348,72080450
1892,1499,51016486,51016486
3993,4398,73487618,73487618
4997,4483,1104236,42021312
3044,3468,76639366,76639366
3336,2822,37340676,96042947
1314,4905,76444248,76444248
364,855,30333839,30333839
2294,3384,65409297,65409297
3166,2118,53691700,53691700
4439,4606,26360511,25691279
3226,2132,83829218,26826959
1851,828,42587148,42587148
3661,4046,45735452,45735452
2635,910,56495931,56495931
1494,4728,4103875,75284018
4572,2920,10993729,81599434
847,716,56408396,92652295
3654,4272,40409633,16057679
1519,1294,29816972,82739222
2232,412,4421835,4421835
931,2292,74523706,74523706
925,1952,825842,825842
3807,3467,91063605,91063605
839,2703,91169056,91169056
3000,2206,9236630,9236630
2733,1862,56367069,56367069
4152,4404,47051532,47051532
2865,2018,61648879,16025932
1053,942,28021261,27265470
4798,4781,45378617,76885055
4559,69,65003757,65003757
2365,2109,23821817,78287377
3848,4932,76643261,71326187
4032,323,94622865,94622865
876,491,28277772,10191382
3973,3126,8269932,65370101
4964,3272,32994327,32994327
855,1600,30333839,30333839
3692,3867,53758278,53758278
1491,4965,24677336,24677336
1995,297,83759594,91882810
4199,4866,87333222,87333222
723,663,53407812,41232226
1767,1867,79792029,95488679
4673,3739,44248923,44248923
1808,1639,93528021,82297201
3066,3095,55522117,87072297
1264,1246,39797975,44942695
2403,1290,93880038,93880038
403,163,41077493,41077493
2395,2338,68264172,91288921
2769,4242,70498422,70498422
2444,15,64164426,64164426
3021,1982,23128304,23128304
1471,4878,44496732,44496732
4554,4397,66599246,57252301
2930,2389,3467119,86709
3311,3249,86628211,16183509
3216,4409,831279,94922785
2280,2509,21585717,21585717
1478,838,72667571,72667571
2535,1981,40724694,40724694
532,1862,56367069,56367069
3134,1751,64195580,64195580
1384,3539,3075035,3075035
1021,1272,49773247,37935648
3766,1964,58458320,58458320
638,982,59732273,9213031
2692,2574,82100627,61149253
293,3687,47489385,47489385
3567,1754,91330917,58084042
3739,3029,44248923,44248923
616,405,14543888,14543888
3054,2401,62562005,62562005
3522,2277,96586510,96586510
4008,4651,6474103,90324843
95,410,63536746,12204613
2440,1949,29144385,62841965
4685,2126,6846611,6846611
301,286,75921370,20589599
903,583,43861844,43861844
3446,2632,55611572,13131189
4561,4305,10970389,20675507
1444,1203,29727321,66518763
863,403,41077493,41077493
541,123,3326112,3326112
2416,3699,18836855,18836855
4551,3708,35981670,35981670
4539,2422,84356842,84356842
1860,3252,20661375,20661375
3136,1810,26609568,26609568
440,3454,64434621,64434621
3000,2932,9236630,54620489
3277,1520,51579023,51579023
4347,1205,16748809,99117303
396,644,58835395,58835395
1386,2780,98794914,98794914
2401,3054,62562005,62562005
2189,2609,45701822,53157550
2097,1071,65699949,25066570
471,939,25788457,25788457
1400,1402,72703371,25787191
541,1412,3326112,3326112
3044,127,76639366,76639366
2053,2721,53317082,53317082
537,246,94848060,68918502
3528,3623,52246533,52246533
2974,2542,40286764,40286764
2244,451,33004861,1542254
4549,3382,37935648,37935648
674,1648,39626764,12577724
2850,1429,380423,59153134
3734,4896,4739849,4739849
71,1355,52981190,44736828
2961,4680,96723417,37877728
745,774,10292706,36575867
528,2762,7762808,92962693
3444,3336,92050331,37340676
1757,979,57789852,57789852
2004,3071,3614940,3614940
3439,4160,12533082,12533082
2498,4360,57611112,57611112
4621,4840,25768956,59570958
3449,2404,29385188,29385188
4495,4435,39187280,98657193
1730,1519,96586604,29816972
52,1197,75999314,36911778
4243,4894,31234794,31234794
62,1427,89554216,89554216
481,327,17762675,17762675
1055,3043,31845845,31845845
136,558,21585717,78951624
134,2700,276553,276553
1928,2150,28702838,39797975
600,140,80321589,41503975
2625,2263,22830662,77703817
4108,131,40133191,40133191
2599,1042,82100627,82100627
613,604,28154536,22317580
3217,3306,53317082,53317082
4165,4048,56037305,76470318
303,563,1292475,5175147
2240,2802,14150571,14150571
2078,0,77933481,77933481
3982,4048,43567228,76470318
1845,1226,35343921,1551098
4890,4425,49456731,86067557
906,718,18057896,15070125
1431,1357,40388179,68641976
455,553,18031006,18031006
462,1495,20093709,20093709
4092,3398,30614666,30614666
251,494,55580846,55580846
3475,2941,38679298,38679298
627,1010,20661661,28179442
3010,2841,23293130,51708076
3949,3992,42932340,17112343
2982,2779,85478632,87393448
3319,3596,8919246,45442808
3539,1384,3075035,3075035
1195,4877,92370975,92370975
4434,250,25121822,25121822
4005,4045,84241450,72068946
4882,4318,33085503,32213582
4863,4039,56495931,56495931
2370,2107,30333839,30333839
4216,4228,18057896,51016486
4286,1254,48128302,48128302
2627,2672,47051532,91944535
2964,3260,57566024,1303863
216,2728,61814311,61814311
1360,901,83345380,83345380
923,900,24768632,38170918
3735,4305,62100869,20675507
4880,3575,65834025,65834025
3989,3138,58816110,58816110
3526,4131,49919615,20626521
1919,3524,32132980,32132980
2545,2229,18057896,50738289
520,631,27936689,31729823
1738,3183,64632619,64632619
910,557,56495931,56495931
59,687,65314831,26386218
1809,2834,63884538,63884538
2109,2049,78287377,66997001
4920,4852,60107515,1477852
751,914,92621034,72846594
2303,373,4895866,4895866
4450,4408,59941088,96544849
3462,4533,70896650,70896650
3362,394,67128205,67128205
1626,2080,81198755,81198755
3759,4231,80543304,38791151
2159,2580,63111094,63111094
538,806,49752178,49752178
2848,3556,88395019,64354445
1803,666,97476418,97476418
972,509,19798766,5739187
4229,3133,14150571,14150571
3515,343,78214870,78214870
3227,1108,25140237,25140237
3456,2917,82996102,82996102
1169,1319,27688365,27688365
3641,2145,99081882,99081882
3705,1406,99236382,99236382
3971,4760,97818130,8030237
3783,4709,43253326,43253326
4717,3301,71574553,71574553
228,1933,55569182,66567482
3027,3679,89297915,71326034
501,1045,28702838,25384310
2949,3988,27688365,27688365
2333,1541,98273948,16372881
2887,895,14251561,80533487
2709,2057,4582162,4582162
1484,2498,57611112,57611112
2537,2768,93934134,99166225
2705,2581,26721743,39672166
679,758,15647031,65404976
2819,3097,91220018,91220018
2213,3287,76905660,76905660
30,83,61069779,99139401
2892,3346,77969440,77969440
3903,2387,86853731,86853731
1850,2188,6252058,2541501
2557,4524,10826302,87140153
449,417,6338813,87493787
2240,387,14150571,90424952
1570,1087,22428277,70242530
3182,3041,40150345,33339877
783,707,43331905,79527307
2166,2838,47645459,47645459
4101,2264,76347047,76347047
1508,1377,82057926,30401654
419,430,53541500,31885505
4214,4127,42185671,42185671
2375,2948,67079740,67079740
3402,3983,13244477,77710925
4613,4132,12806739,73269318
4134,3609,16362430,16362430
2822,2361,96042947,96042947
2359,3354,77280909,77280909
950,3220,67485481,13822898
3751,3807,90207164,91063605
2071,1904,27936689,1325162
2840,1183,76970334,16183509
1610,3495,72676149,43222750
1821,1729,76165809,76165809
1223,1285,9724978,97856648
4516,4320,72620436,72620436
574,610,79307938,85478632
4350,4782,4421835,92962693
2254,3947,55631200,55631200
1082,1282,1970790,1970790
4875,3849,46663549,46663549
2967,2836,67431123,67431123
2639,2482,89909380,89909380
3102,2243,18048964,52328602
2126,1668,6846611,36966967
1121,1358,88293925,87393448
1680,827,20767183,20767183
1869,1517,94721060,94721060
2932,3000,54620489,9236630
2314,2133,12743700,40347754
411,444,72676149,1721182
612,205,46392438,3495884
3970,3864,82044903,82044903
4426,4669,32193999,15223651
2645,691,76991998,76991998
1294,2225,82739222,82739222
1221,2649,31138176,31138176
1673,1992,38157372,38157372
3414,2370,30333839,30333839
919,2055,35765240,35765240
3949,3697,42932340,42932340
2718,2603,33365183,93470181
3798,2481,80161326,80161326
809,3580,94119287,94119287
4267,3454,64434621,64434621
2746,864,32088593,32088593
4554,2989,66599246,66599246
2033,2914,87202430,54514698
598,1559,63760904,63760904
266,857,90755269,90755269
281,2377,60208089,60208089
3983,3402,77710925,13244477
2071,2159,27936689,63111094
1935,1295,4739849,4739849
3521,604,22317580,22317580
847,2007,56408396,33591109
152,462,52862167,20093709
3644,4350,4421835,4421835
3425,3525,14543888,14543888
369,396,72080450,58835395
949,742,33396791,35987205
3918,4360,87367193,57611112
3553,3710,43594474,43594474
3295,3186,33129866,46634724
2080,2100,81198755,54945133
4318,3513,32213582,32213582
3723,1906,20880130,20880130
2126,2970,6846611,2308322
2327,1940,369747,215551
3799,4116,46412492,86853731
4391,3762,20502569,20502569
3776,4132,35252118,73269318
1064,1079,8990317,92234924
725,1384,3075035,3075035
1986,2586,964014,964014
398,3204,93853001,93853001
625,214,99591486,99591486
816,977,23076174,46463311
4558,3121,21497899,21497899
308,4479,85373471,85373471
2092,1521,97363316,70893475
3386,1439,74401722,74401722
4552,3572,89554216,89554216
1837,2988,76685778,76685778
572,3771,61216354,61216354
299,229,99656974,99656974
2348,2938,60650424,72188011
1470,1245,73349254,73349254
329,108,91024552,91024552
2574,2692,61149253,82100627
2970,477,2308322,2308322
929,3779,74958621,74958621
3358,330,79623348,79623348
949,984,33396791,8024042
2404,3449,29385188,29385188
3080,3732,49493032,55487346
2633,3043,3170824,31845845
4009,3000,9236630,9236630
916,807,3208281,31788287
2830,3328,51638716,51638716
987,687,65314831,26386218
1995,1480,83759594,83759594
233,1982,23128304,23128304
4080,4637,69590043,69590043
1802,1839,67279293,78628617
2985,3616,8632977,8632977
1925,2404,29385188,29385188
4234,4286,58940498,48128302
247,3314,27766182,27766182
4941,3653,87650450,17901946
80,656,3697363,50738289
2184,1123,55296427,55296427
976,1208,26939565,35894303
3610,2621,54737563,54737563
3820,2202,52652730,71945328
4585,3991,31729823,31729823
2880,826,14543888,14543888
1121,808,88293925,88293925
651,630,66997001,84926086
2631,3734,4739849,4739849
766,351,68980791,68980791
260,4680,37877728,37877728
923,2257,24768632,24768632
3691,3899,74562192,880904
3113,3922,30816560,42852525
2595,778,3071212,3071212
1091,3790,11844229,11844229
3845,3548,98183084,98183084
3690,4428,35678121,35678121
2200,1188,59941088,59941088
3499,2682,41426298,41426298
1656,2256,76820885,76820885
3650,865,80770179,80770179
2461,2949,27688365,27688365
4418,4120,22173108,22173108
3016,2942,23949855,57470227
4867,1731,11653099,66142153
639,633,27869470,77380156
3359,3281,89966297,16477221
4761,4459,95489884,4423285
4023,2278,16372881,16372881
4492,3251,57470227,98387930
129,3685,76425565,76425565
3405,3104,67379783,67379783
478,2112,40305309,52652730
1901,1915,96778499,96778499
2420,2480,76832617,91985445
4674,3672,95183713,95183713
2941,3414,38679298,30333839
3271,3289,99377248,71423722
1492,2161,94556244,94556244
1185,927,95844498,4739849
1130,762,6691184,87040196
1962,1787,70498422,47766517
3889,3338,53794076,53794076
4766,1396,79796453,79796453
1882,1794,75976765,75976765
2263,1900,77703817,21425506
3584,1655,68408657,78352630
4599,4373,12744824,12744824
1218,1225,11984727,37432286
449,485,6338813,93734609
4695,3852,5648239,5648239
2458,1846,67656006,67656006
2432,625,65813343,99591486
4787,4609,5737421,70768177
2211,2383,52175700,54047974
4100,1693,78325772,78325772
901,13,83345380,83345380
376,128,39068744,39068744
686,842,98273948,98273948
4849,4935,3697363,37797030
2664,3119,78706898,78706898
811,1251,94299203,94299203
3832,3864,61542904,82044903
60,565,16414283,5929853
1228,1576,57370660,57370660
3554,3102,17124817,18048964
1336,1338,36601933,99862764
4896,3734,4739849,4739849
1165,3442,5119684,5119684
1533,3609,16362430,16362430
3785,2476,48847892,48847892
1899,1451,6398640,78352630
2876,2894,21363419,56811064
598,96,63760904,63760904
1181,1171,76109820,17488746
1597,2052,33158901,33158901
3444,3580,92050331,94119287
2933,2381,65110200,4423285
820,2131,36274374,36274374
2688,4765,58801079,58801079
4469,112,83025832,6182244
4627,698,46398555,46398555
3242,3890,78352630,78352630
2531,2832,50578938,55472908
2927,2832,29506377,55472908
907,787,71622676,74431674
93,45,31768171,6568470
1022,545,89420525,89420525
1226,4741,1551098,1551098
4658,4148,27688365,27688365
787,907,74431674,71622676
4047,4031,98631049,98631049
960,3050,75445835,75445835
2637,3672,720230,95183713
149,98,14609777,55033726
1153,4384,30307947,30307947
1290,2403,93880038,93880038
4872,4787,5737421,5737421
1090,1295,46646290,4739849
4829,3922,50752741,42852525
2528,1635,33670703,14189905
1048,1069,20546492,5972310
2973,2022,97818130,97818130
4162,3873,4442398,71688458
2952,3131,1259498,1259498
1765,1878,30614901,56565815
2336,2633,43916992,3170824
4650,4859,49919615,49919615
4845,4805,16179828,38366494
268,813,94165703,94165703
2465,2225,82739222,82739222
178,4074,68074121,68074121
1717,3500,27243059,27243059
2868,2615,59322962,60796679
3998,3068,45552137,38185255
4617,4803,25163028,9350546
3643,4826,4327208,4327208
3464,4366,83605388,83605388
1848,2936,95489884,95489884
2445,2926,46804787,87898869
3326,460,28561389,28561389
4765,2688,58801079,58801079
3542,2973,97818130,97818130
343,327,78214870,17762675
1812,2461,27688365,27688365
1469,1075,40457118,40457118
1412,541,3326112,3326112
180,2026,52034170,16662127
3368,578,42757268,42757268
3512,2020,37950359,37950359
661,4019,73100110,75498715
2550,3329,52126269,52126269
14,2222,62792469,85649886
280,392,9562119,41304691
39,1003,99157261,99157261
1852,1715,14468084,89909380
4137,1025,19548796,19548796
1740,3231,6556365,6556365
4570,3536,61279523,61279523
1196,2084,26939565,26939565
2323,842,98273948,98273948
3563,3382,60941987,37935648
1894,665,70022734,86398855
2276,767,27451686,61308325
3475,3306,38679298,53317082
3115,2734,91710217,58084042
2012,1889,16748809,70589721
654,2969,26222227,26222227
1084,2782,61947920,61947920
74,408,13375133,54918306
160,182,2308322,20767183
3919,1970,41684933,83423401
472,454,33677701,7548243
2430,3570,8147980,8147980
1680,2318,20767183,20767183
2748,4374,26599192,26599192
3355,4786,61526055,61526055
3651,1172,25014697,53317082
1741,1776,83440291,25163028
4313,4526,28701193,28701193
2009,2759,20660827,20660827
2176,1704,90480245,26638497
3299,3430,82109548,6723670
1890,3296,33546608,33546608
2568,2228,43735288,43735288
787,465,74431674,7399477
1647,1094,78706898,56423585
4269,3436,62649661,62649661
1213,573,82939188,82939188
1020,932,82555584,24400347
4452,2362,6383870,6383870
338,346,12221937,99829076
1599,1548,52745562,35343921
250,4434,25121822,25121822
2379,1888,83227007,69638650
2675,2704,19511423,19511423
3192,2930,74311378,3467119
1528,1789,62640653,5240566
3721,3725,67431123,55414131
1154,1053,27265470,28021261
3306,3217,53317082,53317082
3099,3153,86412233,22415743
2803,2071,27936689,27936689
2445,2363,46804787,3846152
1433,1902,91883324,91883324
3544,3274,29767894,29767894
3320,348,11850058,11850058
1339,1220,32491,82096997
4219,1871,46810524,46810524
4582,3909,28277772,94983862
2622,720,96637506,96637506
2235,2260,98136733,83617791
1046,409,41318743,41318743
1240,2904,80171595,80171595
2147,1659,29506377,53758278
84,1001,35097221,15612828
4096,2969,26222227,26222227
1090,1684,46646290,46646290
1969,2784,18784531,18784531
1610,1161,72676149,72676149
2819,2173,91220018,91220018
3347,2292,74523706,74523706
94,83,70861085,99139401
1569,756,31224380,31224380
1175,1354,89504568,89504568
3735,3047,62100869,6241926
4597,2325,90113241,90113241
204,3109,54031167,54031167
507,666,97476418,97476418
2988,1837,76685778,76685778
2177,2561,63500498,63500498
119,32,71574553,13708293
4145,4150,16488584,99239152
1416,1682,45552137,45552137
2149,2499,69016955,78802475
430,419,31885505,53541500
3563,4926,60941987,39401708
4079,1810,46901377,26609568
738,306,24400347,5843627
4678,4613,15647031,12806739
2243,2134,52328602,11304726
1515,1395,53763627,54165321
470,2181,21210019,21210019
4639,2672,91944535,91944535
2748,2535,26599192,40724694
1323,4608,63772131,63772131
1698,1516,22408568,22408568
1118,941,2014158,2014158
1882,2091,75976765,75976765
712,2239,84545400,84545400
1761,1047,3093542,3093542
3965,3630,83956459,50868315
2031,2628,380423,380423
4149,1761,3093542,3093542
4116,3799,86853731,46412492
1370,1162,89082723,56663407
1368,823,95953843,48847892
2378,2443,17433680,66218307
865,3915,80770179,17393416
1220,1339,82096997,32491
883,256,64788845,12065972
972,1008,19798766,13182896
4839,4315,44988556,2175588
1933,228,66567482,55569182
3034,4181,28800484,78569140
1592,4099,58056219,58056219
3049,2998,91993093,38138720
274,2134,11304726,11304726
3393,4757,90256460,67079740
583,903,43861844,43861844
4108,4739,40133191,12011489
452,2140,37210669,37210669
1405,1011,96831381,15070125
2523,2393,66951188,4421835
4591,951,16936998,16936998
1936,647,55008283,55008283
4067,3920,14949527,78369634
2085,1938,72589470,54871328
4638,474,77105393,77105393
3390,3412,23721403,29506377
2373,2570,85706086,51480028
2428,2277,90980236,96586510
757,911,24400347,77640159
3802,3127,34161730,34161730
201,1898,99267386,62056298
894,1596,91341487,47012170
2552,2434,20571312,83829218
4911,3908,54314665,54314665
1036,2174,16431842,16431842
3450,4109,49020074,49020074
2598,3075,67379783,2027158
356,1920,60123721,60123721
2073,1941,75284018,6691184
3697,3949,42932340,42932340
3545,145,68767648,68767648
4345,1955,79693751,79693751
2254,2218,55631200,90883735
492,505,18660372,29995898
216,341,61814311,57839856
2282,2694,62163672,62163672
3698,3541,72926128,61814311
4,687,26386218,26386218
828,1851,42587148,42587148
3529,4523,67128418,67128418
43,1581,80161326,43552817
1405,3360,96831381,96831381
897,675,7762808,7762808
3816,4701,29076434,29076434
4038,1367,35562838,35562838
1679,1879,1951133,64616374
4893,3867,53758278,53758278
